sample,species,%_of_10_best_matches=species,top_hit_distance,top_hit_p_value,top_hit_shared_hashes,num_genomes,maximum_genome_length,minimum_genome_length,result,filename,total_length,number,mean_length,longest,shortest,N_count,Gaps,N50,N50n,N70,N70n,N90,N90n,#IID,HOM_REF_CT,HOM_ALT_SNP_CT,HET_SNP_CT,DIPLOID_TRANSITION_CT,DIPLOID_TRANSVERSION_CT,DIPLOID_NONSNP_NONSYMBOLIC_CT,DIPLOID_SINGLETON_CT,HAP_REF_INCL_FEMALE_Y_CT,HAP_ALT_INCL_FEMALE_Y_CT,MISSING_INCL_FEMALE_Y_CT,Contamination_Antony,Contamination_Julio,Contamination,Host,Collection_Year,Continent,Country,Dataset,Research_Point,Date_Collected,State_grocery,Organic_RWA,State,CA,Notes,GWU_RUN_NAME,Isolate_submitted,lat,lon,ST_Enterobase,ST_Pasteur,speciator
SB2711674002,Escherichia coli,100.0,0.00631659,0.0,779/1000,823.0,6162737,3976195,good,SB2711674002,5042467.0,307.0,16424.97,339428.0,78.0,1175.0,12.0,94844.0,15.0,53620.0,30.0,25465.0,56.0,SB2711674002,689676.0,47776.0,351.0,34525.0,13165.0,0.0,0.0,0.0,0.0,23.0,Non contaminated,Non contaminated,Non contaminated,Pork,2021.0,North America,United States,SB27,4_DC_MEAT_CN-134_M3,05/11/2021,DC,1.0,Pennsylvania,0.0,,WELLCOME_Run_9,Escherichia coli,40.9699889,-77.7278831,2606,769cd754a6516928752528fc8ef4b8e78469888b,Escherichia coli
SB278790482,Escherichia coli,100.0,0.000956583,0.0,961/1000,823.0,6162737,3976195,good,SB278790482,4993543.0,99.0,50439.83,580480.0,78.0,584.0,6.0,447297.0,5.0,246463.0,8.0,115985.0,14.0,SB278790482,526806.0,95186.0,444.0,69985.0,24838.0,0.0,52.0,0.0,0.0,64.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,13240_KP_Clinical,06/11/2018,,,,,,WELLCOME_Run_3,Escherichia coli,,,95,1,Escherichia coli
SB2710445305,Escherichia coli,100.0,0.0107405,0.0,664/1000,823.0,6162737,3976195,good,SB2710445305,4882859.0,253.0,19299.84,238204.0,78.0,785.0,8.0,107017.0,14.0,64202.0,26.0,26288.0,48.0,SB2710445305,483545.0,47565.0,359.0,34300.0,13253.0,0.0,133.0,0.0,0.0,16.0,Non contaminated,Non contaminated,Non contaminated,Beef,2019.0,North America,United States,SB27,8_KP_FUTI_CN-109_M4,09/12/2019,CA,1.0,Oregon,0.0,,WELLCOME_Run_9,Escherichia coli,43.9792797,-120.737257,607,378,Escherichia coli
SB2711674125,Escherichia coli,100.0,0.00719593,0.0,754/1000,823.0,6162737,3976195,good,SB2711674125,5025911.0,405.0,12409.66,270804.0,78.0,486.0,5.0,99499.0,18.0,54965.0,31.0,18817.0,60.0,SB2711674125,487040.0,43891.0,548.0,31716.0,12201.0,0.0,36.0,0.0,0.0,10.0,Non contaminated,Non contaminated,Non contaminated,Pork,2021.0,North America,United States,SB27,6_DC_MEAT_CN-138_M3,01/12/2021,DC,0.0,,,,WELLCOME_Run_9,Escherichia coli,,,401,9147909675598fb3beba9b7796090f21f421b36f,Escherichia coli
SB2710441468,Escherichia coli,100.0,0.00577481,0.0,795/1000,823.0,6162737,3976195,good,SB2710441468,5232502.0,714.0,7328.43,585015.0,78.0,853.0,17.0,197848.0,9.0,111622.0,16.0,31088.0,31.0,SB2710441468,777702.0,38179.0,905.0,27905.0,10601.0,0.0,122.0,0.0,0.0,18.0,Non contaminated,Non contaminated,Non contaminated,Beef,2021.0,North America,United States,SB27,11_KP_FUTI_CN-121_M4,01/05/2021,CA,1.0,California,1.0,,WELLCOME_Run_7,Escherichia coli,36.7014631,-118.755997,201,4ac30d900bb41358c5f69b00ab8e35e5a6aaec15,Escherichia coli
SB2710441605,Escherichia coli,100.0,0.00989629,0.0,684/1000,823.0,6162737,3976195,good,SB2710441605,4780575.0,291.0,16428.09,261940.0,78.0,699.0,8.0,97992.0,16.0,53977.0,29.0,20424.0,57.0,SB2710441605,768667.0,47792.0,300.0,34604.0,13012.0,0.0,6.0,0.0,0.0,31.0,Non contaminated,Non contaminated,Non contaminated,Beef,2018.0,North America,United States,SB27,10_KP_FUTI_CN-043_M4,25/06/2018,CA,1.0,California,1.0,,WELLCOME_Run_7,Escherichia coli,36.7014631,-118.755997,409,862,Escherichia coli
SB279406685,Escherichia coli,100.0,0.0162749,0.0,551/1000,823.0,6162737,3976195,good,SB279406685,7329761.0,851.0,8613.12,536288.0,78.0,1460.0,15.0,131684.0,16.0,90083.0,29.0,35587.0,57.0,SB279406685,683967.0,50537.0,1089.0,37006.0,14019.0,0.0,112.0,0.0,0.0,38.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,14600_KP_Clinical,02/01/2019,,,,,,WELLCOME_Run_6,Escherichia coli,,,10,478,Escherichia coli
SB279407119,Escherichia coli,100.0,0.000880953,0.0,964/1000,823.0,6162737,3976195,good,SB279407119,5063320.0,243.0,20836.71,533241.0,78.0,1261.0,13.0,362995.0,6.0,327239.0,9.0,90319.0,15.0,SB279407119,629597.0,96752.0,514.0,71023.0,25246.0,0.0,49.0,0.0,0.0,105.0,Non contaminated,Non contaminated,Non contaminated,Human,2019.0,North America,United States,SB27,19108_KP_Clinical,22/07/2019,,,,,,WELLCOME_Run_6,Escherichia coli,,,73,4,Escherichia coli
SB279408927,Escherichia coli,100.0,0.00483188,0.0,824/1000,823.0,6162737,3976195,good,SB279408927,5316409.0,305.0,17430.85,519969.0,78.0,879.0,9.0,288754.0,8.0,191623.0,12.0,46254.0,24.0,SB279408927,710488.0,97151.0,527.0,71222.0,25381.0,0.0,265.0,0.0,0.0,70.0,Non contaminated,Non contaminated,Non contaminated,Human,2020.0,North America,United States,SB27,25451_KP_Clinical,19/05/2020,,,,,,WELLCOME_Run_7,Escherichia coli,,,14,6,Escherichia coli
SB277889408,Escherichia coli,90.0,0.00638544,0.0,777/1000,823.0,6162737,3976195,good,SB277889408,5326030.0,332.0,16042.26,389141.0,78.0,1277.0,13.0,145854.0,13.0,95928.0,22.0,28907.0,40.0,SB277889408,596971.0,50826.0,643.0,36979.0,14003.0,0.0,41.0,0.0,0.0,73212.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2017.0,North America,United States,SB27,41_KP_FUTI_CN-006,09/10/2017,CA,0.0,California,1.0,,WELLCOME_Run_1,Escherichia coli,36.7014631,-118.755997,1594,f85c7b2ed5cfd13615105866f6d5913ea51c4baf,Shigella
SB278790702,Escherichia coli,100.0,0.00251903,0.0,902/1000,823.0,6162737,3976195,good,SB278790702,5213772.0,160.0,32586.08,553148.0,78.0,876.0,9.0,396143.0,6.0,222524.0,9.0,108726.0,16.0,SB278790702,526255.0,95936.0,221.0,70509.0,24885.0,0.0,54.0,0.0,0.0,68.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,10075_KP_Clinical,15/06/2018,,,,,,WELLCOME_Run_4,Escherichia coli,,,998,129,Escherichia coli
SB2710441490,Escherichia coli,100.0,0.00888862,0.0,709/1000,823.0,6162737,3976195,good,SB2710441490,4964919.0,100.0,49649.19,951408.0,78.0,1564.0,16.0,552179.0,4.0,240900.0,7.0,103114.0,13.0,SB2710441490,718708.0,97798.0,228.0,71377.0,25454.0,0.0,38.0,0.0,0.0,62.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2021.0,North America,United States,SB27,11_KP_FUTI_CN-122_M2,10/05/2021,CA,0.0,Wisconsin,0.0,,WELLCOME_Run_7,Escherichia coli,44.4308975,-89.6884637,355,127,Escherichia coli
SB277889476,Escherichia coli,100.0,0.0024636,0.0,904/1000,823.0,6162737,3976195,good,SB277889476,5117756.0,227.0,22545.18,468241.0,78.0,687.0,7.0,311735.0,7.0,186402.0,12.0,50157.0,19.0,SB277889476,492411.0,95464.0,308.0,70065.0,24810.0,0.0,59.0,0.0,0.0,133469.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2017.0,North America,United States,SB27,39_KP_FUTI_CN-008,23/10/2017,CA,0.0,California,1.0,,WELLCOME_Run_1,Escherichia coli,36.7014631,-118.755997,131,43,Escherichia coli
SB2710446096,Escherichia coli,100.0,0.00492718,0.0,821/1000,823.0,6162737,3976195,good,SB2710446096,5107248.0,317.0,16111.19,418958.0,78.0,591.0,6.0,304067.0,8.0,172926.0,12.0,40220.0,26.0,SB2710446096,729384.0,7763.0,671.0,5845.0,2477.0,0.0,167.0,0.0,0.0,13.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,8631_KP_Clinical,16/04/2018,,,,,,WELLCOME_Run_9,Escherichia coli,,,88,66,Escherichia coli
SB2710442961,Escherichia coli,100.0,0.010441,0.0,671/1000,823.0,6162737,3976195,good,SB2710442961,5133976.0,211.0,24331.64,661106.0,78.0,592.0,6.0,313286.0,6.0,199367.0,10.0,61866.0,17.0,SB2710442961,719454.0,96672.0,593.0,71030.0,25197.0,0.0,44.0,0.0,0.0,90.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2020.0,North America,United States,SB27,19_KP_FUTI_CN-115_M2,09/02/2020,CA,0.0,California,1.0,,WELLCOME_Run_8,Escherichia coli,36.7014631,-118.755997,1236,1095,Escherichia coli
SB279407852,Escherichia coli,100.0,0.00669844,0.0,768/1000,823.0,6162737,3976195,good,SB279407852,5260150.0,222.0,23694.37,487435.0,78.0,1166.0,12.0,147107.0,9.0,98244.0,18.0,42434.0,36.0,SB279407852,677400.0,49374.0,153.0,35621.0,13411.0,0.0,393.0,0.0,0.0,27.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2019.0,North America,United States,SB27,11_KP_FUTI_CN-069_M2,15/01/2019,CA,0.0,California,1.0,,WELLCOME_Run_6,Escherichia coli,36.7014631,-118.755997,13631,51d21f14bef065d4cd12f9f21322a9848a4a5df8,Escherichia coli
SB2710196116,Escherichia coli,100.0,0.00399629,0.0,851/1000,823.0,6162737,3976195,good,SB2710196116,5429700.0,956.0,5679.6,401889.0,78.0,825.0,14.0,259652.0,8.0,110446.0,15.0,41571.0,29.0,SB2710196116,499721.0,98695.0,530.0,72330.0,25789.0,0.0,58.0,0.0,0.0,122713.0,Non contaminated,Non contaminated,Non contaminated,Human,2020.0,North America,United States,SB27,24295_KP_Clinical,26/02/2020,,,,,,WELLCOME_Run_7,Escherichia coli,,,6091,32,Escherichia coli
SB2710445315,Escherichia coli,100.0,0.00302611,0.0,884/1000,823.0,6162737,3976195,good,SB2710445315,4920012.0,317.0,15520.54,553914.0,78.0,781.0,8.0,193511.0,9.0,114152.0,15.0,44135.0,29.0,SB2710445315,699465.0,37711.0,608.0,27356.0,10570.0,0.0,197.0,0.0,0.0,45.0,Non contaminated,Non contaminated,Non contaminated,Beef,2019.0,North America,United States,SB27,19_KP_FUTI_CN-109_M4,09/12/2019,CA,1.0,California,1.0,,WELLCOME_Run_9,Escherichia coli,36.7014631,-118.755997,297,666,Escherichia coli
SB2710442042,Escherichia coli,100.0,0.00162709,0.0,935/1000,823.0,6162737,3976195,good,SB2710442042,4827214.0,249.0,19386.4,688103.0,78.0,585.0,6.0,310496.0,6.0,191980.0,11.0,70951.0,18.0,SB2710442042,777977.0,37921.0,884.0,27806.0,10625.0,0.0,110.0,0.0,0.0,20.0,Non contaminated,Non contaminated,Non contaminated,Beef,2018.0,North America,United States,SB27,4_KP_FUTI_CN-046_M4,16/07/2018,CA,0.0,California,1.0,,WELLCOME_Run_8,Escherichia coli,36.7014631,-118.755997,109,04dc6d4496e8230c1090d5e76269e71674d00acf,Escherichia coli
SB278790331,Escherichia coli,100.0,0.00826969,0.0,725/1000,823.0,6162737,3976195,good,SB278790331,4700021.0,106.0,44339.82,1102275.0,78.0,485.0,5.0,460914.0,4.0,178081.0,7.0,106378.0,14.0,SB278790331,525272.0,96545.0,607.0,71186.0,25173.0,0.0,175.0,0.0,0.0,62.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,11153_KP_Clinical,31/07/2018,,,,,,WELLCOME_Run_3,Escherichia coli,,,676,308,Escherichia coli
SB278344935,Escherichia coli,100.0,0.00916565,0.0,702/1000,823.0,6162737,3976195,good,SB278344935,4771265.0,269.0,17737.04,730410.0,78.0,690.0,8.0,374244.0,5.0,291921.0,8.0,136868.0,13.0,SB278344935,526833.0,95130.0,468.0,69922.0,24760.0,0.0,144.0,0.0,0.0,56.0,Non contaminated,Non contaminated,Non contaminated,Human,2017.0,North America,United States,SB27,5192_KP_Clinical,15/11/2017,,,,,,WELLCOME_Run_2,Escherichia coli,,,372,455,Escherichia coli
SB279408728,Escherichia coli,100.0,0.0110882,0.0,656/1000,823.0,6162737,3976195,good,SB279408728,4947309.0,144.0,34356.31,607039.0,78.0,388.0,4.0,415643.0,5.0,216932.0,9.0,87178.0,17.0,SB279408728,709587.0,98399.0,214.0,72058.0,25476.0,0.0,27.0,0.0,0.0,32.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2020.0,North America,United States,SB27,16_KP_FUTI_CN-112_M2,20/01/2020,CA,1.0,California,1.0,,WELLCOME_Run_6,Escherichia coli,36.7014631,-118.755997,681,304,Escherichia coli
SB2710445157,Escherichia coli,100.0,0.00128842,0.0,948/1000,823.0,6162737,3976195,good,SB2710445157,5455586.0,570.0,9571.2,488649.0,78.0,1188.0,13.0,180948.0,10.0,125922.0,16.0,29819.0,30.0,SB2710445157,643418.0,93877.0,368.0,69088.0,24441.0,0.0,29.0,0.0,0.0,168.0,Non contaminated,Non contaminated,Non contaminated,Human,2020.0,North America,United States,SB27,25954_KP_Clinical,15/06/2020,,,,,,WELLCOME_Run_9,Escherichia coli,,,131,43,Escherichia coli
SB278791840,Escherichia coli,100.0,0.00357808,0.0,865/1000,823.0,6162737,3976195,good,SB278791840,5080581.0,284.0,17889.37,620208.0,78.0,977.0,10.0,248829.0,7.0,148718.0,12.0,49043.0,24.0,SB278791840,644272.0,90315.0,991.0,66334.0,24178.0,0.0,43.0,0.0,0.0,48.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2018.0,North America,United States,SB27,31_KP_FUTI_CN-028,10/03/2018,CA,1.0,California,1.0,,WELLCOME_Run_5,Escherichia coli,36.7014631,-118.755997,117,48,Escherichia coli
SB277889425,Escherichia coli,100.0,0.00531349,0.0,809/1000,823.0,6162737,3976195,good,SB277889425,5230467.0,294.0,17790.7,436013.0,78.0,584.0,6.0,199004.0,9.0,115391.0,16.0,37965.0,31.0,SB277889425,623643.0,38130.0,962.0,27970.0,10696.0,0.0,48.0,0.0,0.0,58918.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2017.0,North America,United States,SB27,3_KP_FUTI_CN-007,15/10/2017,CA,0.0,California,1.0,,WELLCOME_Run_1,Escherichia coli,36.7014631,-118.755997,155,21,Escherichia coli
SB277889668,Escherichia coli,100.0,0.00892796,0.0,708/1000,823.0,6162737,3976195,good,SB277889668,5268103.0,157.0,33554.8,966613.0,78.0,486.0,5.0,288760.0,6.0,186543.0,11.0,47597.0,20.0,SB277889668,492210.0,95064.0,369.0,70060.0,24643.0,0.0,5.0,0.0,0.0,134010.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2017.0,North America,United States,SB27,7_KP_FUTI_CN-015,10/12/2017,CA,1.0,Pennsylvania,0.0,,WELLCOME_Run_1,Escherichia coli,40.9699889,-77.7278831,10729,2b1a3d19775684778c623354f0116ee0a8b86500,Escherichia coli
SB279406536,Escherichia coli,100.0,0.00458019,0.0,832/1000,823.0,6162737,3976195,good,SB279406536,5130016.0,447.0,11476.55,471341.0,78.0,1267.0,14.0,203065.0,9.0,119032.0,16.0,47545.0,28.0,SB279406536,683508.0,51645.0,441.0,37368.0,14163.0,0.0,335.0,0.0,0.0,25.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2018.0,North America,United States,SB27,11_KP_FUTI_CN-041_M2,10/06/2018,CA,0.0,Wisconsin,0.0,,WELLCOME_Run_6,Escherichia coli,44.4308975,-89.6884637,227,638,Escherichia coli
SB2710445254,Escherichia coli,100.0,0.00956826,0.0,692/1000,823.0,6162737,3976195,good,SB2710445254,4805737.0,186.0,25837.3,684837.0,78.0,596.0,7.0,129121.0,10.0,102636.0,18.0,42520.0,31.0,SB2710445254,702790.0,34664.0,342.0,24983.0,9555.0,0.0,6.0,0.0,0.0,31.0,Non contaminated,Non contaminated,Non contaminated,Beef,2019.0,North America,United States,SB27,21_KP_FUTI_CN-098_M4,26/08/2019,CA,0.0,Arizona,0.0,,WELLCOME_Run_9,Escherichia coli,34.395342,-111.763275,86,86,Escherichia coli
SB279408481,Escherichia coli,100.0,0.0105261,0.0,669/1000,823.0,6162737,3976195,good,SB279408481,4850867.0,159.0,30508.6,316896.0,78.0,388.0,4.0,201768.0,10.0,140085.0,15.0,43984.0,29.0,SB279408481,765618.0,42347.0,251.0,30437.0,11648.0,0.0,7.0,0.0,0.0,11.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2019.0,North America,United States,SB27,22_KP_FUTI_CN-102_M2,30/09/2019,CA,1.0,California,1.0,,WELLCOME_Run_6,Escherichia coli,36.7014631,-118.755997,5308,f3e329af226d7a449e39e76937c54b7bbe389d89,Escherichia coli
SB278790777,Escherichia coli,100.0,0.0024636,0.0,904/1000,823.0,6162737,3976195,good,SB278790777,4826144.0,280.0,17236.23,342236.0,78.0,598.0,17.0,112361.0,14.0,78920.0,24.0,35175.0,42.0,SB278790777,584914.0,36964.0,605.0,26879.0,10273.0,0.0,97.0,0.0,0.0,9.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,6562_KP_Clinical,18/01/2018,,,,,,WELLCOME_Run_4,Escherichia coli,,,58,24,Escherichia coli
SB279408319,Escherichia coli,100.0,0.00518381,0.0,813/1000,823.0,6162737,3976195,good,SB279408319,5105761.0,233.0,21913.14,450085.0,78.0,1371.0,14.0,184463.0,9.0,125831.0,16.0,60029.0,27.0,SB279408319,758884.0,48946.0,365.0,35465.0,13363.0,0.0,274.0,0.0,0.0,38.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2019.0,North America,United States,SB27,7_KP_FUTI_CN-095_M2,05/08/2019,CA,1.0,California,1.0,,WELLCOME_Run_6,Escherichia coli,36.7014631,-118.755997,10,2,Escherichia coli
SB278790228,Escherichia coli,100.0,0.00121124,0.0,951/1000,823.0,6162737,3976195,good,SB278790228,5128922.0,319.0,16078.13,539360.0,78.0,578.0,6.0,267367.0,7.0,139940.0,12.0,50979.0,22.0,SB278790228,525497.0,96399.0,550.0,70974.0,25125.0,0.0,40.0,0.0,0.0,52.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,9981_KP_Clinical,05/06/2018,,,,,,WELLCOME_Run_3,Escherichia coli,,,1231,1,Escherichia coli
SB278790297,Escherichia coli,100.0,0.00363721,0.0,863/1000,823.0,6162737,3976195,good,SB278790297,5334887.0,302.0,17665.19,299182.0,78.0,1470.0,15.0,123406.0,13.0,88323.0,24.0,43931.0,40.0,SB278790297,536284.0,85384.0,799.0,62284.0,23189.0,0.0,64.0,0.0,0.0,47.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,10731_KP_Clinical,11/07/2018,,,,,,WELLCOME_Run_3,Escherichia coli,,,69,3,Escherichia coli
SB2710445282,Escherichia coli,100.0,0.0117564,0.0,641/1000,823.0,6162737,3976195,good,SB2710445282,4949364.0,194.0,25512.19,411748.0,78.0,979.0,10.0,167507.0,10.0,123301.0,16.0,34852.0,32.0,SB2710445282,692569.0,44982.0,246.0,32445.0,12272.0,0.0,4.0,0.0,0.0,32.0,Non contaminated,Non contaminated,Non contaminated,Beef,2019.0,North America,United States,SB27,11_KP_FUTI_CN-108_M4,02/12/2019,CA,0.0,California,1.0,,WELLCOME_Run_9,Escherichia coli,36.7014631,-118.755997,7266,1021,Escherichia coli
SB2710445267,Escherichia coli,100.0,0.0112201,0.0,653/1000,823.0,6162737,3976195,good,SB2710445267,4863857.0,314.0,15489.99,256236.0,78.0,1378.0,14.0,87842.0,18.0,55561.0,31.0,23130.0,57.0,SB2710445267,722848.0,46455.0,410.0,33812.0,12630.0,0.0,6.0,0.0,0.0,22.0,Non contaminated,Non contaminated,Non contaminated,Beef,2019.0,North America,United States,SB27,15_KP_FUTI_CN-106_M4,03/11/2019,CA,0.0,Arizona,0.0,,WELLCOME_Run_9,Escherichia coli,34.395342,-111.763275,409,862,Shigella
SB2710445242,Escherichia coli,100.0,0.0025468,0.0,901/1000,823.0,6162737,3976195,good,SB2710445242,4550975.0,189.0,24079.23,304689.0,78.0,1473.0,16.0,172005.0,10.0,125808.0,16.0,52978.0,28.0,SB2710445242,690789.0,46859.0,170.0,33780.0,12778.0,0.0,54.0,0.0,0.0,8.0,Non contaminated,Non contaminated,Non contaminated,Beef,2019.0,North America,United States,SB27,32_KP_FUTI_CN-096_M4,13/08/2019,CA,0.0,California,1.0,,WELLCOME_Run_9,Escherichia coli,36.7014631,-118.755997,540,716,Escherichia coli
SB2710445569,Escherichia coli,100.0,0.00277069,0.0,893/1000,823.0,6162737,3976195,good,SB2710445569,5249422.0,342.0,15349.19,749772.0,78.0,784.0,8.0,263625.0,7.0,151903.0,12.0,52720.0,23.0,SB2710445569,436340.0,94694.0,162.0,69683.0,24561.0,0.0,106.0,0.0,0.0,286.0,Non contaminated,Non contaminated,Non contaminated,Human,2020.0,North America,United States,SB27,26460_KP_Clinical,06/07/2020,,,,,,WELLCOME_Run_9,Escherichia coli,,,998,129,Escherichia coli
SB279408811,Escherichia coli,100.0,0.00823165,0.0,726/1000,823.0,6162737,3976195,good,SB279408811,5201053.0,444.0,11714.08,263917.0,78.0,1670.0,17.0,82473.0,19.0,44639.0,37.0,16473.0,73.0,SB279408811,761930.0,46034.0,233.0,33320.0,12394.0,0.0,65.0,0.0,0.0,38.0,Non contaminated,Non contaminated,Non contaminated,Beef,2020.0,North America,United States,SB27,2_KP_FUTI_CN-117_M4,24/02/2020,CA,0.0,Arizona,0.0,,WELLCOME_Run_6,Escherichia coli,34.395342,-111.763275,1434,817,Escherichia coli
SB279406688,Escherichia coli,100.0,0.00115999,0.0,953/1000,823.0,6162737,3976195,good,SB279406688,5093899.0,211.0,24141.7,682389.0,78.0,971.0,10.0,388569.0,5.0,325949.0,8.0,113038.0,13.0,SB279406688,637162.0,97534.0,897.0,71727.0,25643.0,0.0,68.0,0.0,0.0,47.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,14636_KP_Clinical,02/01/2019,,,,,,WELLCOME_Run_6,Escherichia coli,,,73,4,Escherichia coli
SB2710442880,Escherichia coli,100.0,0.00628226,0.0,780/1000,823.0,6162737,3976195,good,SB2710442880,4713665.0,194.0,24297.24,645497.0,78.0,594.0,6.0,245983.0,6.0,164269.0,10.0,76384.0,18.0,SB2710442880,778323.0,37742.0,726.0,27501.0,10529.0,0.0,38.0,0.0,0.0,9.0,Non contaminated,Non contaminated,Non contaminated,Beef,2020.0,North America,United States,SB27,7_KP_FUTI_CN-113_M4,27/01/2020,CA,0.0,California,1.0,,WELLCOME_Run_8,Escherichia coli,36.7014631,-118.755997,8924,1da701e74e4264316e74d2cd097bf6289c9949ce,Escherichia coli
SB278790565,Escherichia coli,100.0,0.000805673,0.0,967/1000,823.0,6162737,3976195,good,SB278790565,5047752.0,318.0,15873.43,552951.0,78.0,879.0,9.0,318463.0,6.0,159797.0,11.0,42371.0,23.0,SB278790565,528132.0,93809.0,495.0,69056.0,24461.0,0.0,64.0,0.0,0.0,51.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,14194_KP_Clinical,14/12/2018,,,,,,WELLCOME_Run_3,Escherichia coli,,,636,700,Escherichia coli
SB2710445148,Escherichia coli,100.0,0.00232584,0.0,909/1000,823.0,6162737,3976195,good,SB2710445148,5312529.0,230.0,23097.95,555492.0,78.0,1364.0,14.0,266083.0,7.0,173034.0,12.0,43252.0,20.0,SB2710445148,437156.0,93807.0,461.0,68759.0,24660.0,0.0,35.0,0.0,0.0,74.0,Non contaminated,Non contaminated,Non contaminated,Human,2019.0,North America,United States,SB27,15128_KP_Clinical,01/02/2019,,,,,,WELLCOME_Run_9,Escherichia coli,,,1193,53,Escherichia coli
SB2710442990,Escherichia coli,100.0,0.00708822,0.0,757/1000,823.0,6162737,3976195,good,SB2710442990,4933669.0,256.0,19272.14,202117.0,78.0,879.0,9.0,99214.0,17.0,77906.0,28.0,32945.0,48.0,SB2710442990,767215.0,48465.0,1094.0,35661.0,13357.0,0.0,555.0,0.0,0.0,25.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2020.0,North America,United States,SB27,4_KP_FUTI_CN-116_M2,17/02/2020,CA,1.0,California,1.0,,WELLCOME_Run_8,Escherichia coli,36.7014631,-118.755997,48,33f81f3b972b2911bc61e7dbf82e460261432856,Escherichia coli
SB278790705,Escherichia coli,100.0,0.00343111,0.0,870/1000,823.0,6162737,3976195,good,SB278790705,5311598.0,599.0,8867.44,467384.0,78.0,1172.0,12.0,206367.0,10.0,88323.0,18.0,28437.0,39.0,SB278790705,537063.0,84566.0,839.0,61802.0,22952.0,0.0,3.0,0.0,0.0,30.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,10097_KP_Clinical,16/06/2018,,,,,,WELLCOME_Run_4,Escherichia coli,,,69,3,Escherichia coli
SB2710442043,Escherichia coli,100.0,0.00726808,0.0,752/1000,823.0,6162737,3976195,good,SB2710442043,5024042.0,374.0,13433.27,252307.0,78.0,394.0,4.0,101735.0,18.0,61333.0,30.0,25542.0,56.0,SB2710442043,777782.0,38041.0,973.0,27704.0,10777.0,0.0,259.0,0.0,0.0,13.0,Non contaminated,Non contaminated,Non contaminated,Pork,2018.0,North America,United States,SB27,5_KP_FUTI_CN-046_M3,16/07/2018,CA,0.0,,,,WELLCOME_Run_8,Escherichia coli,,,6031,721357a76d46532bd209d92342b766f57b3edac3,Escherichia coli
SB278345013,Escherichia coli,100.0,0.0018924,0.0,925/1000,823.0,6162737,3976195,good,SB278345013,5213273.0,324.0,16090.35,677185.0,78.0,809.0,11.0,361227.0,6.0,266566.0,9.0,57976.0,17.0,SB278345013,526345.0,95167.0,946.0,70357.0,24970.0,0.0,80.0,0.0,0.0,49.0,Non contaminated,Non contaminated,Non contaminated,Human,2017.0,North America,United States,SB27,5934_KP_Clinical,19/12/2017,,,,,,WELLCOME_Run_2,Escherichia coli,,,73,4,Escherichia coli
SB279408198,Escherichia coli,100.0,0.00531349,0.0,809/1000,823.0,6162737,3976195,good,SB279408198,4911105.0,250.0,19644.42,352644.0,78.0,581.0,6.0,171008.0,10.0,98057.0,17.0,43788.0,33.0,SB279408198,690100.0,36099.0,739.0,26366.0,9980.0,0.0,95.0,0.0,0.0,24.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2019.0,North America,United States,SB27,22_KP_FUTI_CN-089_M2,17/06/2019,CA,1.0,California,1.0,,WELLCOME_Run_6,Escherichia coli,36.7014631,-118.755997,3580,b4a318a2ce1c138ff3f2514a7d32cc1a9808c540,Escherichia coli
