sample,species,%_of_10_best_matches=species,top_hit_distance,top_hit_p_value,top_hit_shared_hashes,num_genomes,maximum_genome_length,minimum_genome_length,result,filename,total_length,number,mean_length,longest,shortest,N_count,Gaps,N50,N50n,N70,N70n,N90,N90n,#IID,HOM_REF_CT,HOM_ALT_SNP_CT,HET_SNP_CT,DIPLOID_TRANSITION_CT,DIPLOID_TRANSVERSION_CT,DIPLOID_NONSNP_NONSYMBOLIC_CT,DIPLOID_SINGLETON_CT,HAP_REF_INCL_FEMALE_Y_CT,HAP_ALT_INCL_FEMALE_Y_CT,MISSING_INCL_FEMALE_Y_CT,Contamination_Antony,Contamination_Julio,Contamination,Host,Collection_Year,Continent,Country,Dataset,Research_Point,Date_Collected,State_grocery,Organic_RWA,State,CA,Notes,GWU_RUN_NAME,Isolate_submitted
SB2710445566,Escherichia coli,100,0.00325637,0,876/1000,823,6162737,3976195,good,SB2710445566,4972399,186,26733.33,1058590,78,1023,21,711007,3,485881,5,123969,10,SB2710445566,638968,98650,163,72031,25727,0,53,0,0,56,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,26449_KP_Clinical,06/07/2020,,,,,,WELLCOME_Run_9,Escherichia coli
SB2711672567,Escherichia coli,100,0.00139189,0,944/1000,823,6162737,3976195,good,SB2711672567,5077236,198,25642.61,533056,78,1073,11,372930,6,195682,10,113018,16,SB2711672567,641314,95795,631,70441,25078,0,107,0,0,100,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,27412_KP_Clinical,31/08/2020,,,,,,WELLCOME_Run_9,Escherichia coli
SB2710441515,Escherichia coli,100,0.00759618,0,743/1000,823,6162737,3976195,good,SB2710441515,6702158,7049,950.8,53404,78,63214,647,5476,271,1061,870,340,3241,SB2710441515,748868,19813,48386,48984,18520,0,239,0,0,24,Contaminated,Contaminated,Contaminated,Beef,2021,North America,United States,SB27,20_KP_FUTI_CN-122_M4,10/05/2021,CA,1,CA,1,,WELLCOME_Run_7,Escherichia coli
SB2710446088,Escherichia coli,100,0.0163307,0,550/1000,823,6162737,3976195,good,SB2710446088,7661396,1103,6945.96,1245841,78,6082,372,169432,9,8262,67,2750,395,SB2710446088,755988,13565,167,9652,3903,0,398,0,0,16,Non contaminated,Contaminated,Contaminated,Human,2018,North America,United States,SB27,7499_KP_Clinical,28/02/2018,,,,,,WELLCOME_Run_9,Escherichia coli
SB2710445185,Escherichia coli,100,0.00796745,0,733/1000,823,6162737,3976195,good,SB2710445185,4914454,256,19197.09,485979,78,589,6,133456,11,92051,21,43786,36,SB2710445185,697829,39460,517,28630,10918,0,678,0,0,25,Non contaminated,Non contaminated,Non contaminated,Beef,2018,North America,United States,SB27,34_KP_FUTI_CN-051_M4,21/08/2018,CA,0,CA,1,,WELLCOME_Run_9,Escherichia coli
SB2710442914,Escherichia coli,100,0.00641996,0,776/1000,823,6162737,3976195,good,SB2710442914,5438084,478,11376.74,435635,78,1367,14,250173,9,183076,14,40989,27,SB2710442914,728701,86875,1189,63358,23736,0,44,0,0,45,Non contaminated,Non contaminated,Non contaminated,Turkey,2020,North America,United States,SB27,15_KP_FUTI_CN-114_M2,03/02/2020,CA,1,Indiana,0,,WELLCOME_Run_8,Escherichia coli
SB2711672884,Escherichia coli,100,0.00205363,0,919/1000,823,6162737,3976195,good,SB2711672884,5154085,111,46433.2,1075593,78,687,7,474665,4,230262,8,124468,14,SB2711672884,640627,96484,629,70944,25242,0,60,0,0,107,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,24286_KP_Clinical,26/02/2020,,,,,,WELLCOME_Run_9,Escherichia coli
SB277889495,Escherichia coli,100,0.0110882,0,656/1000,823,6162737,3976195,good,SB277889495,4871941,282,17276.39,236882,78,971,10,100001,17,44956,33,26455,60,SB277889495,575857,45911,269,33243,12476,0,99,0,0,99610,Non contaminated,Non contaminated,Non contaminated,Chicken,2017,North America,United States,SB27,36_KP_FUTI_CN-009,31/10/2017,CA,1,California,1,,WELLCOME_Run_1,Escherichia coli
SB279407958,Escherichia coli,100,0.00687462,0,763/1000,823,6162737,3976195,good,SB279407958,5080592,290,17519.28,616135,78,486,5,469354,5,282479,8,87533,15,SB279407958,627678,98658,596,72449,25755,0,415,0,0,44,Non contaminated,Non contaminated,Contaminated,Turkey,2019,North America,United States,SB27,31_KP_FUTI_CN-076_M2,11/03/2019,CA,0,Minnesota,0,Mislabelled sample to exclude,WELLCOME_Run_6,Escherichia coli
SB2710445751,Escherichia coli,100,0.0100623,0,680/1000,823,6162737,3976195,good,SB2710445751,5192801,178,29173.04,1050882,78,1074,11,388513,5,197446,8,67519,16,SB2710445751,672271,96861,537,71056,25242,0,39,0,0,81,Non contaminated,Non contaminated,Non contaminated,Turkey,2018,North America,United States,SB27,30_KP_FUTI_CN-055_M2,17/09/2018,CA,0,,0,,WELLCOME_Run_9,Escherichia coli
SB2711674027,Escherichia coli,100,0.00645455,0,775/1000,823,6162737,3976195,good,SB2711674027,5022817,318,15795.02,372145,78,1178,12,94844,15,53619,29,26556,55,SB2711674027,721629,47780,301,34486,13078,0,6,0,0,20,Non contaminated,Non contaminated,Non contaminated,Pork,2021,North America,United States,SB27,1_DC_MEAT_CN-135_M3,05/11/2021,DC,1,PA,0,,WELLCOME_Run_9,Escherichia coli
SB2710445074,Escherichia coli,100,0.00121124,0,951/1000,823,6162737,3976195,good,SB2710445074,5018105,188,26692.05,498960,78,489,5,264645,7,174853,12,52510,20,SB2710445074,673522,95541,538,70192,24990,0,9,0,0,150,Non contaminated,Non contaminated,Non contaminated,Human,2019,North America,United States,SB27,17665_KP_Clinical,24/05/2019,,,,,,WELLCOME_Run_9,Escherichia coli
SB2710441824,Escherichia coli,100,0.00928558,0,699/1000,823,6162737,3976195,good,SB2710441824,6704221,2038,3289.61,208617,78,3396,116,46010,40,14921,90,1476,386,SB2710441824,707140,51112,59150,79784,29417,0,154,0,0,83,Contaminated,Contaminated,Contaminated,Turkey,2021,North America,United States,SB27,18_KP_FUTI_CN-123_M2,17/05/2021,CA,0,Minnesota,0,,WELLCOME_Run_7,Escherichia coli
SRR7724597,Escherichia coli,100,0.00741321,0,748/1000,823,6162737,3976195,good,SRR7724597,4841449,770,6287.6,152444,56,1493,52,40594,35,25073,64,8242,130,SRR7724597,541441,44672,569,32992,12009,0,6,0,0,57,Non contaminated,Non contaminated,Non contaminated,Avian,2017,Oceania,,Contextual,,,,,,,,,
SB2710445030,Escherichia coli,100,0.00134007,0,946/1000,823,6162737,3976195,good,SB2710445030,5133335,142,36150.25,690295,78,1165,12,371225,6,221975,9,113616,16,SB2710445030,642707,94693,406,69139,24911,0,17,0,0,36,Non contaminated,Non contaminated,Non contaminated,Human,2018,North America,United States,SB27,7189_KP_Clinical,14/02/2018,,,,,,WELLCOME_Run_9,Escherichia coli
SB278791567,Escherichia coli,100,0.00655869,0,772/1000,823,6162737,3976195,good,SB278791567,5764107,742,7768.34,262748,78,2008,56,71011,26,40697,46,6185,120,SB278791567,679660,37587,18498,40206,15366,0,339,0,0,23,Contaminated,Contaminated,Contaminated,Pork,2018,North America,United States,SB27,1_KP_FUTI_CN-055_M3,17/09/2018,CA,0,,,,WELLCOME_Run_5,Escherichia coli
SB279406471,Escherichia coli,100,0.00343111,0,870/1000,823,6162737,3976195,good,SB279406471,5076599,234,21694.87,430263,78,882,9,140288,11,90563,20,43380,36,SB279406471,643934,90725,917,66449,24245,0,18,0,0,56,Non contaminated,Non contaminated,Non contaminated,Chicken,2018,North America,United States,SB27,23_KP_FUTI_CN-040_M1,05/06/2018,CA,1,Nebraska,0,,WELLCOME_Run_5,Escherichia coli
SRR14138267,Escherichia coli,100,0.00390583,0,854/1000,823,6162737,3976195,good,SRR14138267,5058438,411,12307.64,548771,78,580,6,193355,8,114564,15,42047,30,SRR14138267,768947,38637,639,28002,10753,0,186,0,0,12,Non contaminated,Non contaminated,Non contaminated,Human,2017,Asia,,Contextual,,,,,,,,,
SRR8728087,Escherichia coli,100,0.00199971,0,921/1000,823,6162737,3976195,good,SRR8728087,5302034,201,26378.28,381506,128,387,4,181794,9,94633,18,32886,38,SRR8728087,487866,97982,744,71952,25740,0,94,0,0,154,Non contaminated,Non contaminated,Non contaminated,Canine,2018,North America,,Contextual,,,,,,,,,
SB2710441564,Escherichia coli,100,0.0106545,0,666/1000,823,6162737,3976195,good,SB2710441564,4929611,191,25809.48,450594,78,592,6,154755,11,98628,18,30867,35,SB2710441564,773791,42766,217,30691,11756,0,41,0,0,15,Non contaminated,Non contaminated,Non contaminated,Beef,2018,North America,United States,SB27,3_KP_FUTI_CN-039_M4,28/05/2018,CA,0,CA,1,,WELLCOME_Run_7,Escherichia coli
SB2710442472,Escherichia coli,100,0.0101878,0,677/1000,823,6162737,3976195,good,SB2710442472,6067945,4644,1306.62,571972,78,1003,12,207748,10,70901,20,262,2083,SB2710442472,777051,38919,819,28329,10846,0,134,0,0,11,Non contaminated,Contaminated,Contaminated,Beef,2019,North America,United States,SB27,26_KP_FUTI_CN-099_M4,09/09/2019,CA,1,CA,1,,WELLCOME_Run_8,Escherichia coli
SB278344689,Escherichia coli,100,0.00604372,0,787/1000,823,6162737,3976195,good,SB278344689,4685690,219,21395.84,322032,78,1057,11,132523,12,88346,20,42460,35,SB278344689,572490,49532,441,36083,13480,0,855,0,0,22,Non contaminated,Non contaminated,Non contaminated,Human,2017,North America,United States,SB27,2888_KP_Clinical,06/07/2017,,,,,,WELLCOME_Run_2,Escherichia coli
SRR8202293,Escherichia coli,100,0.00834599,0,723/1000,823,6162737,3976195,good,SRR8202293,5051930,173,29201.91,662098,128,99,1,186021,8,108473,16,47510,30,SRR8202293,547637,38139,944,27780,10684,0,603,0,0,25,Non contaminated,Non contaminated,Non contaminated,Bovine,2018,North America,,Contextual,,,,,,,,,
SB277890132,Escherichia coli,80,0.0365754,0,302/1000,823,6162737,3976195,good,SB277890132,14231692,1093,13020.76,519629,78,7191,241,135230,32,54655,63,7808,198,SB277890132,606918,36940,204,26621,10121,0,110,0,0,77586,Contaminated,Non contaminated,Contaminated,Human,2017,North America,United States,SB27,C2152_KP_Clinical,16/10/2017,,,,,,WELLCOME_Run_1,Campylobacter spp.
SB2710442872,Escherichia coli,100,0.00705245,0,758/1000,823,6162737,3976195,good,SB2710442872,5010093,253,19802.74,445372,78,779,8,211227,9,126989,15,43120,29,SB2710442872,777673,38099,1022,27837,10775,0,160,0,0,7,Non contaminated,Contaminated,Contaminated,Beef,2020,North America,United States,SB27,3_KP_FUTI_CN-113_M4,27/01/2020,CA,1,CA,1,,WELLCOME_Run_8,Escherichia coli
SB2710445568,Escherichia coli,100,0.00873204,0,713/1000,823,6162737,3976195,good,SB2710445568,4849457,161,30120.85,662507,78,979,10,435551,5,228684,9,110576,14,SB2710445568,434044,97122,265,71200,25441,0,116,0,0,56,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,26456_KP_Clinical,06/07/2020,,,,,,WELLCOME_Run_9,Escherichia coli
SB278791639,Escherichia coli,100,0.0179508,0,522/1000,823,6162737,3976195,good,SB278791639,9161666,2279,4020.04,378529,78,10662,617,29927,41,4668,267,1629,923,SB278791639,634643,86647,14601,73680,26465,0,100,0,0,65,Contaminated,Contaminated,Contaminated,Human,2017,North America,United States,SB27,4260_KP_Clinical,18/09/2017,,,,,,WELLCOME_Run_5,Escherichia coli
SB279408258,Escherichia coli,100,0.00325637,0,876/1000,823,6162737,3976195,good,SB279408258,5030535,214,23507.17,428720,78,1270,13,150757,12,91881,20,40555,37,SB279408258,604694,50543,531,36705,13819,0,86,0,0,65885,Non contaminated,Non contaminated,Non contaminated,Chicken,2019,North America,United States,SB27,8_KP_FUTI_CN-090_M1,24/06/2019,CA,1,California,1,,WELLCOME_Run_6,Escherichia coli
SB278344779,Escherichia coli,100,0.00251903,0,902/1000,823,6162737,3976195,good,SB278344779,5384206,511,10536.61,351582,78,1330,16,164523,12,95104,21,29106,38,SB278344779,535853,85260,1357,62576,23305,0,25,0,0,39,Contaminated,Non contaminated,Contaminated,Human,2017,North America,United States,SB27,3783_KP_Clinical,14/08/2017,,,,,,WELLCOME_Run_2,Escherichia coli
SB278790810,Escherichia coli,100,0.00402654,0,850/1000,823,6162737,3976195,good,SB278790810,4786614,199,24053.34,381587,78,492,5,116432,12,82263,22,35065,38,SB278790810,585606,36709,161,26389,10084,0,148,0,0,5,Non contaminated,Non contaminated,Non contaminated,Human,2018,North America,United States,SB27,6915_KP_Clinical,05/02/2018,,,,,,WELLCOME_Run_4,Escherichia coli
SRR7754562,Escherichia coli,100,0.00390583,0,854/1000,823,6162737,3976195,good,SRR7754562,4792955,204,23494.88,318237,128,196,2,119274,13,60028,24,23307,47,SRR7754562,537148,48859,695,35506,13529,0,219,0,0,41,Non contaminated,Non contaminated,Non contaminated,Poultry,2018,North America,,Contextual,,,,,,,,,
SB277889645,Escherichia coli,100,0.00723198,0,753/1000,823,6162737,3976195,good,SB277889645,4929994,299,16488.27,238617,78,494,5,100657,15,62626,27,19907,51,SB277889645,576765,42685,199,30687,11581,0,86,0,0,102007,Non contaminated,Non contaminated,Non contaminated,Chicken,2017,North America,United States,SB27,17_KP_FUTI_CN-014,03/12/2017,CA,0,California,1,,WELLCOME_Run_1,Escherichia coli
SRR9924606,Escherichia coli,100,0.00268639,0,896/1000,823,6162737,3976195,good,SRR9924606,5002797,218,22948.61,518368,78,1080,11,197561,9,100112,16,48380,29,SRR9924606,501193,85280,194,62177,22711,0,0,0,0,67,Non contaminated,Non contaminated,Non contaminated,Human,2017,Oceania,,Contextual,,,,,,,,,
SB2710441598,Escherichia coli,100,0.00778092,0,738/1000,823,6162737,3976195,good,SB2710441598,5334824,327,16314.45,254733,78,843,11,90488,18,45603,34,17330,69,SB2710441598,773106,43377,279,31112,11914,0,35,0,0,27,Non contaminated,Contaminated,Contaminated,Beef,2018,North America,United States,SB27,19_KP_FUTI_CN-042_M4,18/06/2018,CA,0,CA,1,,WELLCOME_Run_7,Escherichia coli
SB277889612,Escherichia coli,100,0.00726808,0,752/1000,823,6162737,3976195,good,SB277889612,4975817,415,11989.92,311620,78,683,7,96667,16,50661,30,20165,60,SB277889612,589749,46004,408,33211,12632,0,176,0,0,85488,Non contaminated,Non contaminated,Non contaminated,Chicken,2017,North America,United States,SB27,10_KP_FUTI_CN-013,27/11/2017,CA,0,Texas,0,,WELLCOME_Run_1,Escherichia coli
SB279407872,Escherichia coli,100,0.00666341,0,769/1000,823,6162737,3976195,good,SB279407872,5410306,308,17565.93,449294,79,1680,69,149151,12,87838,21,17177,43,SB279407872,677683,48879,366,35401,13371,0,26,0,0,36,Non contaminated,Contaminated,Contaminated,Turkey,2019,North America,United States,SB27,24_KP_FUTI_CN-071_M2,28/01/2019,CA,0,California,1,,WELLCOME_Run_6,Escherichia coli
SB2711673660,Escherichia coli,100,0.00826969,0,725/1000,823,6162737,3976195,good,SB2711673660,5613511,659,8518.23,283542,78,1561,16,97989,19,48660,36,17295,75,SB2711673660,684929,51759,1105,37898,14363,0,772,0,0,46,Non contaminated,Contaminated,Contaminated,Chicken,2021,North America,United States,SB27,60814_KP_FUTI_EMSL_M1,19/04/2021,CA,,California,1,Mislabelled sample to exclude,WELLCOME_Run_9,Escherichia coli
SB278344734,Escherichia coli,100,0.00811798,0,729/1000,823,6162737,3976195,good,SB278344734,4887683,307,15920.79,435111,78,978,10,176483,9,107649,17,39831,32,SB278344734,574926,47354,182,34338,12847,0,1182,0,0,20,Non contaminated,Non contaminated,Non contaminated,Human,2017,North America,United States,SB27,3032_KP_Clinical,23/07/2017,,,,,,WELLCOME_Run_2,Escherichia coli
SB2710445592,Escherichia coli,100,0.00331442,0,874/1000,823,6162737,3976195,good,SB2710445592,4784400,183,26144.26,437631,78,1468,15,203810,8,119369,15,60396,25,SB2710445592,481646,49441,386,35847,13583,0,388,0,0,19,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,26701_KP_Clinical,20/07/2020,,,,,,WELLCOME_Run_9,Escherichia coli
SRR9924610,Escherichia coli,100,0.00271444,0,895/1000,823,6162737,3976195,good,SRR9924610,4997658,207,24143.28,519084,78,787,8,175662,9,112256,16,51924,29,SRR9924610,500643,85824,191,62489,22825,0,11,0,0,73,Non contaminated,Non contaminated,Non contaminated,Human,2017,Oceania,,Contextual,,,,,,,,,
SB279407268,Escherichia coli,100,0.00115999,0,953/1000,823,6162737,3976195,good,SB279407268,5137793,176,29192.01,592602,78,584,6,351922,6,225563,9,82449,16,SB279407268,628996,97119,757,71384,25470,0,33,0,0,96,Non contaminated,Non contaminated,Non contaminated,Human,2019,North America,United States,SB27,20790_KP_Clinical,02/10/2019,,,,,,WELLCOME_Run_6,Escherichia coli
SB279406898,Escherichia coli,100,0.00224371,0,912/1000,823,6162737,3976195,good,SB279406898,5104002,188,27148.95,543968,78,589,6,311845,7,213450,10,109152,17,SB279406898,628521,98007,391,71695,25599,0,22,0,0,45,Non contaminated,Non contaminated,Non contaminated,Human,2019,North America,United States,SB27,16704_KP_Clinical,10/04/2019,,,,,,WELLCOME_Run_6,Escherichia coli
SB279406700,Escherichia coli,100,0.00299754,0,885/1000,823,6162737,3976195,good,SB279406700,5134252,249,20619.49,565504,78,782,8,164654,9,97104,17,35975,32,SB279406700,648614,86131,850,62711,23433,0,19,0,0,38,Non contaminated,Non contaminated,Non contaminated,Human,2019,North America,United States,SB27,14768_KP_Clinical,10/01/2019,,,,,,WELLCOME_Run_6,Escherichia coli
SB2710445906,Escherichia coli,100,0.00508714,0,816/1000,823,6162737,3976195,good,SB2710445906,5018893,371,13528.01,235238,78,1564,16,102585,17,64920,29,21075,56,SB2710445906,720113,49094,494,35675,13456,0,367,0,0,40,Non contaminated,Non contaminated,Non contaminated,Chicken,2018,North America,United States,SB27,7_KP_FUTI_CN-039_M1,29/05/2018,CA,0,Washington,0,,WELLCOME_Run_9,Escherichia coli
SB2711673136,Escherichia coli,100,0.0128243,0,618/1000,823,6162737,3976195,good,SB2711673136,9680666,14002,691.38,66467,78,1690,31,4918,381,553,1759,201,8029,SB2711673136,663007,23078,84307,77758,28796,0,1680,0,0,68,Contaminated,Contaminated,Contaminated,Chicken,2020,North America,United States,SB27,60579_KP_FUTI_EMSL_M1,02/11/2020,CA,,California,1,Mislabelled sample to exclude,WELLCOME_Run_9,Escherichia coli
SB278344522,Escherichia coli,100,0.00218918,0,914/1000,823,6162737,3976195,good,SB278344522,5224351,329,15879.49,760537,78,1063,11,325673,6,172231,11,107353,18,SB278344522,524738,96843,857,71340,25455,0,16,0,0,58,Non contaminated,Non contaminated,Non contaminated,Human,2017,North America,United States,SB27,2221_KP_Clinical,31/03/2017,,,,,,WELLCOME_Run_2,Escherichia coli
SB277889703,Escherichia coli,100,0.0146626,0,581/1000,823,6162737,3976195,good,SB277889703,5358231,170,31519.01,541587,78,580,6,252794,7,209692,12,111899,20,SB277889703,540123,92985,774,67919,24930,0,20,0,0,87777,Non contaminated,Non contaminated,Non contaminated,Chicken,2017,North America,United States,SB27,51_KP_FUTI_CN-015,11/12/2017,CA,1,California,1,,WELLCOME_Run_1,Escherichia coli
SB2711672550,Escherichia coli,100,0.00869309,0,714/1000,823,6162737,3976195,good,SB2711672550,4816100,152,31684.87,755253,78,689,7,517080,4,459735,6,133576,10,SB2711672550,673547,96039,85,70283,24913,0,39,0,0,64,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,27302_KP_Clinical,24/08/2020,,,,,,WELLCOME_Run_9,Escherichia coli
SB279406702,Escherichia coli,100,0.00399629,0,851/1000,823,6162737,3976195,good,SB279406702,5458324,422,12934.42,421252,78,1260,13,136220,13,73243,24,25916,47,SB279406702,646594,87693,1302,64112,24050,0,46,0,0,53,Contaminated,Non contaminated,Contaminated,Human,2019,North America,United States,SB27,14778_KP_Clinical,10/01/2019,,,,,,WELLCOME_Run_6,Escherichia coli
SB278344561,Escherichia coli,100,0.00173271,0,931/1000,823,6162737,3976195,good,SB278344561,5285933,331,15969.59,797102,78,612,7,356316,6,174485,10,54255,20,SB278344561,524176,97377,879,71767,25627,0,26,0,0,69,Non contaminated,Non contaminated,Non contaminated,Human,2017,North America,United States,SB27,2355_KP_Clinical,15/04/2017,,,,,,WELLCOME_Run_2,Escherichia coli
SB279407042,Escherichia coli,100,0.00146992,0,941/1000,823,6162737,3976195,good,SB279407042,5250636,328,16008.04,539341,78,494,5,240537,7,168863,12,41698,24,SB279407042,627595,98765,559,72498,25821,0,15,0,0,51,Non contaminated,Non contaminated,Non contaminated,Human,2019,North America,United States,SB27,18259_KP_Clinical,17/06/2019,,,,,,WELLCOME_Run_6,Escherichia coli
SB278344800,Escherichia coli,100,0.00476862,0,826/1000,823,6162737,3976195,good,SB278344800,5598538,870,6435.1,590751,78,991,13,109630,12,65982,24,17719,52,SB278344800,535301,85708,1453,63060,23426,0,70,0,0,50,Contaminated,Non contaminated,Contaminated,Human,2017,North America,United States,SB27,3856_KP_Clinical,22/08/2017,,,,,,WELLCOME_Run_2,Escherichia coli
SB279407250,Escherichia coli,100,0.00502299,0,818/1000,823,6162737,3976195,good,SB279407250,5488866,567,9680.54,421237,78,787,8,128091,13,57149,25,24986,53,SB279407250,633977,92006,923,67098,24751,0,53,0,0,64,Non contaminated,Non contaminated,Contaminated,Human,2019,North America,United States,SB27,20488_KP_Clinical,19/09/2019,,,,,Mislabelled sample to exclude,WELLCOME_Run_6,Escherichia coli
SB2710442316,Escherichia coli,100,0.00430121,0,841/1000,823,6162737,3976195,good,SB2710442316,4741868,144,32929.64,515322,78,489,5,265103,7,174233,12,55178,21,SB2710442316,779050,37329,395,27001,10306,0,258,0,0,16,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,14_KP_FUTI_CN-085_M4,20/05/2019,CA,0,CA,1,,WELLCOME_Run_8,Escherichia coli
SRR14138284,Escherichia coli,100,0.00912584,0,703/1000,823,6162737,3976195,good,SRR14138284,5091026,246,20695.23,529428,78,674,7,133237,12,85772,21,36573,40,SRR14138284,771236,36690,297,26468,10028,0,409,0,0,2,Non contaminated,Non contaminated,Non contaminated,Human,2017,Asia,,Contextual,,,,,,,,,
SB2710445083,Escherichia coli,100,0.00126265,0,949/1000,823,6162737,3976195,good,SB2710445083,5240990,471,11127.37,472029,78,967,10,360012,7,180610,11,29937,23,SB2710445083,638372,98679,765,72467,25859,0,41,0,0,43,Non contaminated,Non contaminated,Contaminated,Human,2019,North America,United States,SB27,19578_KP_Clinical,12/08/2019,,,,,Mislabelled sample to exclude,WELLCOME_Run_9,Escherichia coli
SB277889575,Escherichia coli,100,0.00508714,0,816/1000,823,6162737,3976195,good,SB277889575,5390474,408,13211.95,429009,78,1082,14,172515,10,106843,17,22182,41,SB277889575,530504,88359,790,64809,23564,0,48,0,0,102004,Non contaminated,Non contaminated,Non contaminated,Chicken,2017,North America,United States,SB27,4_KP_FUTI_CN-012,19/11/2017,CA,1,California,1,,WELLCOME_Run_1,Escherichia coli
SB2710441851,Escherichia coli,100,0.00673355,0,767/1000,823,6162737,3976195,good,SB2710441851,5524383,625,8839.01,398219,78,1297,43,133450,12,82206,22,12717,47,SB2710441851,775858,35028,5914,29212,11229,0,145,0,0,21,Contaminated,Contaminated,Contaminated,Beef,2021,North America,United States,SB27,22_KP_FUTI_CN-123_M4,17/05/2021,CA,0,CA,1,,WELLCOME_Run_7,Escherichia coli
SB2710445009,Escherichia coli,100,0.0113529,0,650/1000,823,6162737,3976195,good,SB2710445009,4969320,97,51230.1,722928,78,580,6,346864,5,241029,8,129255,13,SB2710445009,643018,94530,206,68365,25304,0,1812,0,0,74,Non contaminated,Non contaminated,Non contaminated,Human,2017,North America,United States,SB27,3599_KP_Clinical,08/08/2017,,,,,,WELLCOME_Run_9,Escherichia coli
SB279408005,Escherichia coli,60,0.0408631,0,269/1000,823,6162737,3976195,good,SB279408005,18374644,18251,1006.77,789294,78,10201,259,8280,254,1606,1395,260,7718,SB279408005,591896,17655,73831,65773,24988,0,99,0,0,38770,Contaminated,Non contaminated,Contaminated,Chicken,2019,North America,United States,SB27,3_KP_FUTI_CN-068_M1,07/01/2019,CA,1,California,1,,WELLCOME_Run_6,Salmonella spp.
SB278791093,Escherichia coli,100,0.0115313,0,646/1000,823,6162737,3976195,good,SB278791093,9795116,10957,893.96,74420,78,1469,16,8320,269,1082,827,245,5357,SB278791093,617188,31686,87718,87006,31547,0,505,0,0,43,Contaminated,Contaminated,Contaminated,Human,2018,North America,United States,SB27,12334_KP_Clinical,20/09/2018,,,,,,WELLCOME_Run_4,Escherichia coli
SB279407436,Escherichia coli,100,0.00238081,0,907/1000,823,6162737,3976195,good,SB279407436,5191538,303,17133.79,409558,78,1370,14,287460,8,178693,12,40209,21,SB279407436,629088,97032,737,71464,25375,0,65,0,0,118,Non contaminated,Non contaminated,Non contaminated,Human,2019,North America,United States,SB27,21989_KP_Clinical,19/11/2019,,,,,,WELLCOME_Run_6,Escherichia coli
SB279407905,Escherichia coli,100,0.00628226,0,780/1000,823,6162737,3976195,good,SB279407905,5433850,685,7932.63,369671,78,1938,52,135960,14,80435,25,9654,63,SB279407905,676307,46575,4045,36478,13756,0,14,0,0,64,Contaminated,Contaminated,Contaminated,Turkey,2019,North America,United States,SB27,26_KP_FUTI_CN-073_M2,11/02/2019,CA,0,California,1,,WELLCOME_Run_6,Escherichia coli
SB279407173,Escherichia coli,100,0.000780658,0,968/1000,823,6162737,3976195,good,SB279407173,5042318,225,22410.3,582117,78,678,7,296426,6,246364,9,113190,15,SB279407173,627657,98741,539,72238,25889,0,48,0,0,36,Non contaminated,Non contaminated,Non contaminated,Human,2019,North America,United States,SB27,19684_KP_Clinical,14/08/2019,,,,,,WELLCOME_Run_6,Escherichia coli
SB2711672786,Escherichia coli,100,0.0123533,0,628/1000,823,6162737,3976195,good,SB2711672786,8785380,9883,888.94,97932,78,14967,157,2254,719,811,2094,334,5556,SB2711672786,422542,23243,86392,79393,29475,0,35,0,0,65,Contaminated,Contaminated,Contaminated,Chicken,2021,North America,United States,SB27,7_KP_FUTI_CN-124_M1,23/05/2021,CA,1,California,1,,WELLCOME_Run_9,Escherichia coli
SB279408152,Escherichia coli,100,0.00924552,0,700/1000,823,6162737,3976195,good,SB279408152,4965299,183,27132.78,274596,78,295,3,146481,12,108965,20,44897,33,SB279408152,686925,39775,248,28550,10918,0,32,0,0,12,Non contaminated,Non contaminated,Non contaminated,Turkey,2019,North America,United States,SB27,7_KP_FUTI_CN-086_M2,28/05/2019,CA,1,California,1,,WELLCOME_Run_6,Escherichia coli
SB2710445995,Escherichia coli,100,0.00393593,0,853/1000,823,6162737,3976195,good,SB2710445995,5616995,1004,5594.62,309410,78,1261,25,132815,15,68248,28,20708,55,SB2710445995,443119,87052,1269,63691,23925,0,59,0,0,66,Contaminated,Contaminated,Contaminated,Human,2019,North America,United States,SB27,17384_KP_Clinical,09/05/2019,,,,,,WELLCOME_Run_9,Escherichia coli
SB278790233,Escherichia coli,100,0.00296902,0,886/1000,823,6162737,3976195,good,SB278790233,5363157,405,13242.36,565881,78,681,7,237352,8,150206,14,43943,25,SB278790233,525679,95547,1206,70777,25167,0,46,0,0,94,Non contaminated,Non contaminated,Non contaminated,Human,2018,North America,United States,SB27,9531_KP_Clinical,21/05/2018,,,,,,WELLCOME_Run_3,Escherichia coli
SRR11473247,Escherichia coli,100,0.00411762,0,847/1000,823,6162737,3976195,good,SRR11473247,5241456,423,12391.15,216449,128,494,5,66152,24,40552,44,10623,96,SRR11473247,729458,77358,1050,57276,20615,0,10,0,0,383,Non contaminated,Non contaminated,Non contaminated,Poultry,2016,Europe,,Contextual,,,,,,,,,
