"Genome ID","sample","Version","ST_Pasteur","dinB","icdA","pabB","polB","putP","trpA","trpB","uidA"
"64a9bbc549cc8b4c3680a192","SB278344702","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc549cc8b4c3c80a0e9","SB279407476","202214121127-v3.2.1","27","4","24","10","5","2","4","1","6"
"64a9bbc549cc8b4c4080a06d","SB279408067","202214121127-v3.2.1","eb5a7d81cdb2e2ab7c4b4e4f7ee9283a41a1ab95","32","34d54310370a9380344e4755c7db70846626875a","48","10","74","57","4","65"
"64a9bbc549cc8b4c8280a097","SB2710441509","202214121127-v3.2.1","817","10","2","3","3","7","1","4","4"
"64a9bbc549cc8b4cac809de2","SB278791535","202214121127-v3.2.1","0a654dd4987b2a2884e82e8ac1f059d3223b3c4f","32","37","48","10","74","57","4","65"
"64a9bbc549cc8b4cad80999a","SB2711674080","202214121127-v3.2.1","36","4","19","1","6","2","2","1","1"
"64a9bbc549cc8b4cec809a50","SB2710441835","202214121127-v3.2.1","303","25","3","48","10","26","57","4","90"
"64a9bbc549cc8b4cf1809d34","SB2710442087","202214121127-v3.2.1","034f50664e97448536f96a6fcff9deff4a38f731","25","170","4","10","5","7","2","50"
"64a9bbc549cc8b4cf9809c28","SB2710445204","202214121127-v3.2.1","661","83","28","110","3","18","1","110","40"
"64a9bbc549cc8b4d3a809d3d","SB2710445281","202214121127-v3.2.1","976","58","156","4","17","16","31","112","40"
"64a9bbc549cc8b4d3d809a4b","SB2710445728","202214121127-v3.2.1","35","4","25","1","6","2","2","1","1"
"64a9bbc549cc8b4d6d809fcc","SB279408771","202214121127-v3.2.1","73","16","4","16","30","4","19","1","27"
"64a9bbc549cc8b4dad809964","SB279406764","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc549cc8b4de580a096","SB2710445619","202214121127-v3.2.1","32","1","25","9","8","2","10","1","7"
"64a9bbc549cc8b4e1e809d83","SB2710445587","202214121127-v3.2.1","64","1","14","2","31","21","4","1","7"
"64a9bbc549cc8b4e51809ea8","SB277889525","202214121127-v3.2.1","9417a9e058435143110ab6457e0a48127d3adaa3","eac2f298da2be1a729beb7061041fccdf2d7b817","128","11","8ab86a0a710d5292f35288185c1a0103f357f070","181","98","102","c90300269ee357ecb4fa04cb9214b23ab9cb9287"
"64a9bbc549cc8b4e79809e6f","SB2710441445","202214121127-v3.2.1","b4a318a2ce1c138ff3f2514a7d32cc1a9808c540","87","160","4","10","78","29","2","5"
"64a9bbc549cc8b4e79809f26","SB2710445863","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc549cc8b4e7d809a92","SB2710442377","202214121127-v3.2.1","360","5","3","4","10","71","7","4","5"
"64a9bbc549cc8b4e94809b37","SB2710445519","202214121127-v3.2.1","8c681e7e5d7a5be06f20d480a2c10c65a0a693f3","2","003900644be8bac0847d83640ffc68cc20400c1e","6","4","1","6","1","1"
"64a9bbc549cc8b4eaa809912","SB278790572","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc549cc8b4ead809b31","SB278790472","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc549cc8b4ed2809e6a","SB2710442151","202214121127-v3.2.1","b5e6985e76431d4ad02cddb2864c35413143c98f","10","28","ce418cf62d1f58253fa20e2c6fa423861d35f8bf","25","16","1","4","40"
"64a9bbc549cc8b4f298099d7","SB2710442042","202214121127-v3.2.1","04dc6d4496e8230c1090d5e76269e71674d00acf","82","37","48","10","5","221","134","203"
"64a9bbc549cc8b4f44809fe8","SB2710445057","202214121127-v3.2.1","53","1","7","1","9","20","20","1","6"
"64a9bbc549cc8b4fa6809981","SB2711672562","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc549cc8b4fab809bc6","SB278791413","202214121127-v3.2.1","360","5","3","4","10","71","7","4","5"
"64a9bbc549cc8b4fc3809d5a","SB2711672791","202214121127-v3.2.1","6","1","7","1","9","2","20","1","6"
"64a9bbc549cc8b4fcd809bf4","SB278791275","202214121127-v3.2.1","21","7","33","18","2","5","28","2","2"
"64a9bbc549cc8b4fd180a0e5","SB277889735","202214121127-v3.2.1","534","7","207","48","10","16","8","2","2"
"64a9bbc549cc8b4fe8809a2c","SB277889657","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc549cc8b501f809d69","SB278790804","202214121127-v3.2.1","6","1","7","1","9","2","20","1","6"
"64a9bbc549cc8b5039809fa0","SB279406544","202214121127-v3.2.1","8039d399df4b2e18770d9808df41a7aab585645f","4ce073c87ec14396327e829310e3e11ee4131195","2","3","3","7","1","4","4"
"64a9bbc549cc8b506d809c40","SB2710441473","202214121127-v3.2.1","87","7","33","18","2","5","8","2","2"
"64a9bbc549cc8b5115809fbb","SB2710442180","202214121127-v3.2.1","366","5","47","48","68","5","29","109","2"
"64a9bbc549cc8b5116809e84","SB2710441832","202214121127-v3.2.1","e6034698f6e6660c64ac4553dd7548535e8165df","32","9ad93a1ad1d8fc8010b7463da59da372244878ca","3","c424fbbae4a3315e0fc23326ab7a2f72491d0619","74","a1694782402d9db5d55301762817310d21127106","2","65"
"64a9bbc549cc8b512f80990d","SB2710196253","202214121127-v3.2.1","3c79c77c1bfd2cc528e9e56bad972ca294f350b8","2","11","23","15","13c6387f1bf8a1b4ace38681675288821cac9236","15","10","12"
"64a9bbc549cc8b5148809f7d","SB278791684","202214121127-v3.2.1","b149e4541f43c8b0b94f9d51495127d4e2f4a92a","1","1","c123a40a1ebb2677b679bd92ce047216a6672015","1","1","2","3","1"
"64a9bbc549cc8b514980a070","SB279407757","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc549cc8b517a809c49","SB2710442471","202214121127-v3.2.1","87","7","33","18","2","5","8","2","2"
"64a9bbc549cc8b5181809cb8","SB279406879","202214121127-v3.2.1","53","1","7","1","9","20","20","1","6"
"64a9bbc549cc8b51d9809af3","SB279408085","202214121127-v3.2.1","301","38","130","98","91","118","99","103","89"
"64a9bbc549cc8b51ed80a0ae","SB2711672759","202214121127-v3.2.1","48","2","11","23","15","10","15","10","12"
"64a9bbc549cc8b51ff809c13","SB278791199","202214121127-v3.2.1","0e7ff58f49de0ddec008b6dd86b4a61918b7456e","151","41","41","197","647ed1ed8e216a7adcb43c6daa6f98e3449c664f","27","19","50"
"64a9bbc549cc8b5239809c77","SB2711674156","202214121127-v3.2.1","bcfe7c2bd3f68cd30c0e36526ed16523fbf67b06","83","28","9de8650b15e4170b5f94da98309aed9b7e9dd617","d0b4aaebd6f112880a02eb495f09aaba5af228ea","18","1","4","40"
"64a9bbc549cc8b5262809e00","SB2710445858","202214121127-v3.2.1","455","2","26","12","1","3","5","3","8"
"64a9bbc549cc8b5262809fd9","SB2710442059","202214121127-v3.2.1","1a74f9cb94513093b46dec6229ef57567c5e8859","11","da4b5aadaba4b0319a2891a289a6106692b3e072","4","52","119f55c76d10e2eea72123b5b025047036475822","31","18","20"
"64a9bbc549cc8b5265809fe0","SB278344761","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc549cc8b5280809a41","SB2710445066","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc549cc8b528a809fc2","SB279408736","202214121127-v3.2.1","fe4b413d8bb07ab70ac201e7b3d4f3e329098cdb","5","e24906028fed4c6d10c5f13cfba50ec7f4a9e092","4","52","78","86","4","65"
"64a9bbc549cc8b529980a146","SB279408353","202214121127-v3.2.1","636","7","3","3","68","74","7","4","5"
"64a9bbc549cc8b52ac8099a8","SB2710445243","202214121127-v3.2.1","682","83","28","4","3","18","1","110","156"
"64a9bbc549cc8b52c5809c06","SB2710442014","202214121127-v3.2.1","957","24","31","4","10","16","1","4","2"
"64a9bbc549cc8b52cd80994c","SB279407973","202214121127-v3.2.1","f23a740761ff35976be3156f96e8dbf870580098","25","b41590d61ba6d172e9f4071545b54d322b1cae95","48","10","16","8","2","2"
"64a9bbc549cc8b52d2809cd2","SB279407076","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc549cc8b532e809eb8","SB278791699","202214121127-v3.2.1","61","14","14","14","29","2","4","1","15"
"64a9bbc549cc8b5340809f68","SB278791418","202214121127-v3.2.1","357","5","47","4","10","26","1","4","2"
"64a9bbc549cc8b5367809c7c","SB278344540","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc549cc8b539f809a32","SB279408310","202214121127-v3.2.1","487","25","123","3","10","26","53","4","65"
"64a9bbc549cc8b53a5809d7a","SB2710442214","202214121127-v3.2.1","69f1346286ccecc54bd2968c2fab6c2e2472c507","83","28","7","3","18","1","110","40"
"64a9bbc549cc8b53bb809d41","SB2710446123","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc549cc8b53cf80a0ce","SB279408818","202214121127-v3.2.1","6e3e118e7523d567f6dbf21a1e9bbcdad67111bb","1","48","77","31","2","70","3","31"
"64a9bbc549cc8b53e8809d29","SB278791582","202214121127-v3.2.1","21","7","33","18","2","5","28","2","2"
"64a9bbc549cc8b5433809b96","SB2710445734","202214121127-v3.2.1","86b221d6505337835b290b0a30a230709e3fb135","e1c0fc65fd9fe439d0cd3de78433b09f216c686b","37","4","10","78","8","2","2"
"64a9bbc549cc8b544f809e1c","SB279408179","202214121127-v3.2.1","708","6","6","4","166","6","7","2","4"
"64a9bbc549cc8b5452809e9d","SB2710196156","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc549cc8b54538098db","SB278790858","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc549cc8b546c809bc1","SB278790379","202214121127-v3.2.1","197","2","1","6","4","1","6","1","1"
"64a9bbc549cc8b54a180a0dc","SB2710445914","202214121127-v3.2.1","c2f9d059855f3f39cea78fda5a8f26afbb9db2aa","25","3","3","10","71","29","2","57"
"64a9bbc549cc8b54c9809936","SB279408142","202214121127-v3.2.1","7","6","6","4","2","6","7","2","4"
"64a9bbc549cc8b5517809cf7","SB279408836","202214121127-v3.2.1","304","1","23","73","55","43","18","46","1"
"64a9bbc549cc8b5524809c97","SB2711672611","202214121127-v3.2.1","315","4","132","9","38","120","2","3","8"
"64a9bbc549cc8b552c80996d","SB278791361","202214121127-v3.2.1","0399813d4a7fe0f672ed84123bdbe063d86de47d","5","47","4","10","6","7","2","2"
"64a9bbc549cc8b5538809f19","SB2711672584","202214121127-v3.2.1","55","1","26","2","28","1","18","1","8"
"64a9bbc549cc8b553b80a03e","SB278791457","202214121127-v3.2.1","862","10","87","3","3","16","1","4","2"
"64a9bbc549cc8b554d809a49","SB278791829","202214121127-v3.2.1","539","2","11","23","136","10","15","10","12"
"64a9bbc549cc8b555c809fb8","SB277889654","202214121127-v3.2.1","a515d0724755bd72ca188a6b0cd322659504344c","7","65","48","10","16","8","2","e421a216043aa2eb2942802688799f59812c5c4f"
"64a9bbc549cc8b558780a1e0","SB278344787","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc549cc8b558d80a0d8","SB279407960","202214121127-v3.2.1","88","32","47","4","10","16","7","4","5"
"64a9bbc549cc8b55b3809a17","SB279408812","202214121127-v3.2.1","a75e3b4762f2f9f2650e70586ffb2a4c8e882778","6","6","4","2","6","53134e998fb96d2a7b8d9747db3071cf739f71cd","2","4"
"64a9bbc549cc8b55be809edc","SB2710442667","202214121127-v3.2.1","21","7","33","18","2","5","28","2","2"
"64a9bbc549cc8b55bf809ac4","SB279408279","202214121127-v3.2.1","2d5608eaac11129e13ffd817c3729aec6dd24acf","50","47","4","10","5","8","2","30"
"64a9bbc549cc8b55c8809a0b","SB2710442233","202214121127-v3.2.1","aa67a38c49b7ade7331bffd474c085b79805f763","158","72a9b70508e97f5a92ce83e7fe48b60584867b98","3","10","74","7","4","5"
"64a9bbc549cc8b55cd809ee0","SB279407854","202214121127-v3.2.1","475","10","2","7","3","60","1","4","23"
"64a9bbc549cc8b55dc80a0d5","SB278344951","202214121127-v3.2.1","129","4","77","10","5","2","4","1","6"
"64a9bbc549cc8b55fc809ec0","SB2710442258","202214121127-v3.2.1","378","58","156","110","17","16","31","112","40"
"64a9bbc549cc8b5618809de1","SB2710445459","202214121127-v3.2.1","817","10","2","3","3","7","1","4","4"
"64a9bbc549cc8b561e80a014","SB278790571","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc549cc8b565480a0de","SB278791333","202214121127-v3.2.1","8c681e7e5d7a5be06f20d480a2c10c65a0a693f3","2","003900644be8bac0847d83640ffc68cc20400c1e","6","4","1","6","1","1"
"64a9bbc549cc8b565c809b4a","SB279407268","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc549cc8b56ae80a124","SB2710445970","202214121127-v3.2.1","572","1","129","137","59","2","18","1","60"
"64a9bbc549cc8b56ba80a201","SB279406714","202214121127-v3.2.1","1088","66","39","11","35","225","67","26","43"
"64a9bbc549cc8b56d080a0cc","SB2711672603","202214121127-v3.2.1","821","2","18","72","31","43","20","37","7"
"64a9bbc549cc8b56f7809ee2","SB278790730","202214121127-v3.2.1","43","9","1","15","7","4","9","6","9"
"64a9bbc549cc8b570880a0fd","SB278791353","202214121127-v3.2.1","ae7b53a254c9832b653d7f83221076cd728a52c5","82","37","48","10","194","1","4","203"
"64a9bbc549cc8b5720809e3c","SB2710445184","202214121127-v3.2.1","7d29156bbeaf401d03d4b84f43203828ed5737ed","5","47","83ba00bcec45511535cad5d8f0396f7a463b0157","26","78","7","cf734ddf8446cc7c77dbfd1a53096f921073c99f","50"
"64a9bbc549cc8b5731809dae","SB279406434","202214121127-v3.2.1","eaf31e8a68a65c09f35dea138fb71a20baab1749","64","3e013e1fbc4bcf6f0f5657ed0817db5d08b54e15","129","21","175","12","138","11"
"64a9bbc549cc8b5739809a9f","SB278790614","202214121127-v3.2.1","29","2","23","6","4","1","6","1","1"
"64a9bbc549cc8b5741809a0e","SB279408569","202214121127-v3.2.1","73","16","4","16","30","4","19","1","27"
"64a9bbc549cc8b5758809df9","SB277889389","202214121127-v3.2.1","539","2","11","23","136","10","15","10","12"
"64a9bbc549cc8b576f809c2b","SB279406763","202214121127-v3.2.1","53","1","7","1","9","20","20","1","6"
"64a9bbc549cc8b578580a0c7","SB278790509","202214121127-v3.2.1","53","1","7","1","9","20","20","1","6"
"64a9bbc549cc8b5793809a1f","SB2710446076","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc549cc8b5794809d4e","SB278345018","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc549cc8b57a0809d55","SB278344716","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc549cc8b581a809ae1","SB2710445620","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc549cc8b581a809ba4","SB2710196245","202214121127-v3.2.1","8c681e7e5d7a5be06f20d480a2c10c65a0a693f3","2","003900644be8bac0847d83640ffc68cc20400c1e","6","4","1","6","1","1"
"64a9bbc549cc8b582a809b42","SB279407042","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc549cc8b582c8098ea","SB279406859","202214121127-v3.2.1","2","8","2","7","3","7","1","4","2"
"64a9bbc549cc8b5870809e0b","SB279408087","202214121127-v3.2.1","908","18","8","27","11","8","12","13","11"
"64a9bbc549cc8b5883809deb","SB2710442134","202214121127-v3.2.1","cf2bcae128277656a64989d74269de829f0004fd","103","196","7","3","16","1","4","2"
"64a9bbc549cc8b5891809f21","SB2710445170","202214121127-v3.2.1","8","23","9","8","12","9","11","7","13"
"64a9bbc549cc8b58a680a172","SB279408766","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc549cc8b58cf809e01","SB279408917","202214121127-v3.2.1","76b9150ce00409ba9122b8567d310e1c0abe9e1c","4","4","6","180","132","98","102","8"
"64a9bbc549cc8b58e6809902","SB2710445313","202214121127-v3.2.1","88","32","47","4","10","16","7","4","5"
"64a9bbc549cc8b58f6809c22","SB2711673994","202214121127-v3.2.1","46914acab6cdb98d11db3449341cfbf158351928","10","28","d41b0fd2f4600666e6bdc56e4e1cdc26e9905bad","484fd7cc0fff2cee1a38179186b50335c34e991f","18","1","4","23"
"64a9bbc549cc8b58fa809fff","SB278790940","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc549cc8b590e809906","SB278344812","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc549cc8b5939809dc6","SB279407235","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc549cc8b594480a113","SB2711672833","202214121127-v3.2.1","fe656f4f24c348a6726ff17a84ab60f3d2b256e8","2","11","23","136","10","15","10","de2f70a7479d6377d6b2cd98c2d7d0332812af5d"
"64a9bbc549cc8b5945809f1e","SB278791797","202214121127-v3.2.1","533","22","41","21","3","23","23","20","18"
"64a9bbc549cc8b594d809d11","SB2711672848","202214121127-v3.2.1","9147909675598fb3beba9b7796090f21f421b36f","47f6d4a889e1d997d55e4105d473a99174bfb28f","28e6ca0e63744fde0437a5bc5ce3ab1a56b6c6b2","4","52","c8b8de3a3901379d528433dc7dd243d16bcd13bd","3eba48ba0861ee954cef5f08076cae74a56d5846","c03db6386cd9ec660e0ba0ac938b716bd17e948f","156"
"64a9bbc549cc8b5981809ba6","SB279407014","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc549cc8b59ec809e88","SB279407224","202214121127-v3.2.1","55","1","26","2","28","1","18","1","8"
"64a9bbc549cc8b59f1809cff","SB277889579","202214121127-v3.2.1","661","83","28","110","3","18","1","110","40"
"64a9bbc549cc8b5a3280a1f9","SB2710442119","202214121127-v3.2.1","69f1346286ccecc54bd2968c2fab6c2e2472c507","83","28","7","3","18","1","110","40"
"64a9bbc549cc8b5a40809973","SB2710445096","202214121127-v3.2.1","36","4","19","1","6","2","2","1","1"
"64a9bbc549cc8b5a5d80a087","SB278344618","202214121127-v3.2.1","404","88","161","74","112","4","19","1","27"
"64a9bbc549cc8b5a7c8098fa","SB279406811","202214121127-v3.2.1","297a09d88d47df5ae860d7298f5cb5a797fa6182","2","4","6","4","1","6","1","17021485487663a11bfb03b32789ff6de1c95eca"
"64a9bbc549cc8b5a85809d6a","SB2710442218","202214121127-v3.2.1","da58ff8cfb77d1614c0ab0037472aa60c656cb19","11bfd1c63687881e8dd69cc6b98e9ce1f040fedf","3","4","68","71","57","4","2"
"64a9bbc549cc8b5aad809b35","SB279408154","202214121127-v3.2.1","7","6","6","4","2","6","7","2","4"
"64a9bbc549cc8b5ab3809a9b","SB2710196152","202214121127-v3.2.1","400","2","18","72","31","2","20","1","73"
"64a9bbc549cc8b5abe809bb9","SB279406485","202214121127-v3.2.1","641","2","237","23","15","10","15","10","12"
"64a9bbc549cc8b5aca809932","SB277889664","202214121127-v3.2.1","48","2","11","23","15","10","15","10","12"
"64a9bbc549cc8b5aed809aef","SB2710445217","202214121127-v3.2.1","636","7","3","3","68","74","7","4","5"
"64a9bbc549cc8b5afd809ab5","SB2710442598","202214121127-v3.2.1","848","141","283","179","45","33","43","36","179"
"64a9bbc549cc8b5b0080a0d0","SB279407023","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc549cc8b5b20809fb6","SB2710442011","202214121127-v3.2.1","97644580fec66de2cfbb22cd3784fd9da5c19888","25","3","48","10","78","8","2","90"
"64a9bbc549cc8b5b43809bc3","SB2710445616","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc549cc8b5b4b809dbc","SB278790824","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc549cc8b5b5b80992e","SB2710442244","202214121127-v3.2.1","bcfe7c2bd3f68cd30c0e36526ed16523fbf67b06","83","28","9de8650b15e4170b5f94da98309aed9b7e9dd617","d0b4aaebd6f112880a02eb495f09aaba5af228ea","18","1","4","40"
"64a9bbc549cc8b5b72809a73","SB2710445541","202214121127-v3.2.1","2","8","2","7","3","7","1","4","2"
"64a9bbc549cc8b5b78809c47","SB2710445110","202214121127-v3.2.1","821","2","18","72","31","43","20","37","7"
"64a9bbc549cc8b5b79809a53","SB2710442248","202214121127-v3.2.1","524","25","47","108","56","16","29","2","50"
"64a9bbc549cc8b5b79809f64","SB2710445908","202214121127-v3.2.1","86","24","31","4","26","16","29","2","2"
"64a9bbc549cc8b5b7e809a36","SB2710445800","202214121127-v3.2.1","1739892db21b156a0c62a1f5c849da767b130b45","47","47","3","52","78","53","2","50"
"64a9bbc549cc8b5bc3809cf8","SB2710441424","202214121127-v3.2.1","eea493fbf9e679d943f34ad132c336db04042d12","7","3","3","68","71415644079880064e249e3e157c3f2e873f19ec","7","4","5"
"64a9bbc549cc8b5bc580a048","SB278790721","202214121127-v3.2.1","36","4","19","1","6","2","2","1","1"
"64a9bbc549cc8b5bf2809ce8","SB277889354","202214121127-v3.2.1","534","7","207","48","10","16","8","2","2"
"64a9bbc549cc8b5bfc809bfb","SB278344467","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc549cc8b5c03809e75","SB2710442171","202214121127-v3.2.1","132","10","2","7","3","7","1","4","2"
"64a9bbc549cc8b5c18809dfd","SB278344586","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc549cc8b5c2f809977","SB2710441867","202214121127-v3.2.1","56ebac78dd63b72c8bdf2965636f052fe48d95c6","50","198980716333ac48df3dd05f178ed57f3b5c2f4c","3","10","5","57","4","5"
"64a9bbc549cc8b5c368099f0","SB2711672901","202214121127-v3.2.1","68b4e4c9a803c9f72430b5255bf919e4ae43ee2e","60","97b92e7e314aaaf45eba11be73c168d85e9f2daf","4","10","84","57","4","4"
"64a9bbc549cc8b5ca9809aa8","SB277889734","202214121127-v3.2.1","28179edcb9b06b24d01fbf22522f0b271bc2ae75","32","47","4","0305a8c3caf629aab37fdb62662f15fdaf09b20d","16","7","4","5"
"64a9bbc549cc8b5cbd809ae7","SB2710445248","202214121127-v3.2.1","be9e811e732e682bd9fdff9d545440c4adb340a3","5","3","4","27","78","1","16","21"
"64a9bbc549cc8b5cc0809f04","SB278791581","202214121127-v3.2.1","0a654dd4987b2a2884e82e8ac1f059d3223b3c4f","32","37","48","10","74","57","4","65"
"64a9bbc549cc8b5cc280a086","SB279407200","202214121127-v3.2.1","61","14","14","14","29","2","4","1","15"
"64a9bbc549cc8b5cce809a70","SB278791789","202214121127-v3.2.1","5376a02cd30cc4df9ba06cf2fe7d847abbe5539a","50","205","4","10","5","8","2","90"
"64a9bbc549cc8b5cef809990","SB279407203","202214121127-v3.2.1","53","1","7","1","9","20","20","1","6"
"64a9bbc549cc8b5cf680a0c5","SB2710445817","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc549cc8b5d30809f3e","SB2710445280","202214121127-v3.2.1","817","10","2","3","3","7","1","4","4"
"64a9bbc549cc8b5d3580997b","SB2711672621","202214121127-v3.2.1","786","2","23","2","31","2","70","3","175"
"64a9bbc549cc8b5d6580a11f","SB278791367","202214121127-v3.2.1","6e3e118e7523d567f6dbf21a1e9bbcdad67111bb","1","48","77","31","2","70","3","31"
"64a9bbc549cc8b5d89809969","SB278790401","202214121127-v3.2.1","b149e4541f43c8b0b94f9d51495127d4e2f4a92a","1","1","c123a40a1ebb2677b679bd92ce047216a6672015","1","1","2","3","1"
"64a9bbc549cc8b5daa80a177","SB2710442296","202214121127-v3.2.1","bcfe7c2bd3f68cd30c0e36526ed16523fbf67b06","83","28","9de8650b15e4170b5f94da98309aed9b7e9dd617","d0b4aaebd6f112880a02eb495f09aaba5af228ea","18","1","4","40"
"64a9bbc549cc8b5dd1809d70","SB2711672842","202214121127-v3.2.1","1739892db21b156a0c62a1f5c849da767b130b45","47","47","3","52","78","53","2","50"
"64a9bbc549cc8b5e3580a036","SB279407769","202214121127-v3.2.1","b149e4541f43c8b0b94f9d51495127d4e2f4a92a","1","1","c123a40a1ebb2677b679bd92ce047216a6672015","1","1","2","3","1"
"64a9bbc549cc8b5e36809f56","SB2710196147","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc549cc8b5e57809bc4","SB279408555","202214121127-v3.2.1","533","22","41","21","3","23","23","20","18"
"64a9bbc549cc8b5e62809b3f","SB2710445009","202214121127-v3.2.1","c6bba1d491c034554755df0aee0fa4e7a2ec358d","13","b1f18fd41d771ae8397f64af63905a175e301831","11","16","6215b33d806c4f131f53b6629c6a3847eba0a0f7","db5679271adf67bf159553769840bc0675bf1bb7","d07fffbd34e20fe1986552b170504dd174b6d294","19"
"64a9bbc549cc8b5e6480a1f2","SB279408062","202214121127-v3.2.1","21","7","33","18","2","5","28","2","2"
"64a9bbc549cc8b5e6a809c4b","SB278791421","202214121127-v3.2.1","eaf31e8a68a65c09f35dea138fb71a20baab1749","64","3e013e1fbc4bcf6f0f5657ed0817db5d08b54e15","129","21","175","12","138","11"
"64a9bbc549cc8b5ebd809a3b","SB279407794","202214121127-v3.2.1","089334d740928abeb81c00bb3aa80c0d4327db06","7","37","4","3","5","57","4","5"
"64a9bbc549cc8b5ed9809b1a","SB279406687","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc549cc8b5f02809d5e","SB279407758","202214121127-v3.2.1","78468fbe30f64bddb82d8d34f442532adc0b714d","2","198","6","4","1","68359e9f1178c1fb8e91e30cdf7c1380716f7190","1","1"
"64a9bbc549cc8b5f13809f25","SB2710443013","202214121127-v3.2.1","843","10","2","7","17","7","1","4","2"
"64a9bbc549cc8b5f2680a04e","SB2710445819","202214121127-v3.2.1","716","10","28","3","152","18","1","4","2"
"64a9bbc549cc8b5f34809a54","SB2710445081","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc549cc8b5f71809b2b","SB279408397","202214121127-v3.2.1","9df6c7643b7cbc5f39f1a370be1ef5b8d765ca65","82","34","c8e1c977d2984debd73592798c1ed6f568243c63","10","84","1","4","4"
"64a9bbc549cc8b5f88809e44","SB279408191","202214121127-v3.2.1","00867a67962f205ac8a35d66048918a56c42faec","58","3ed8eeba27ccdedfabd8e6bad0ccad87ba2c207f","4","17","25","31","18","20"
"64a9bbc549cc8b5fb4809aae","SB278344946","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc549cc8b5fdd809cb4","SB279407845","202214121127-v3.2.1","0a654dd4987b2a2884e82e8ac1f059d3223b3c4f","32","37","48","10","74","57","4","65"
"64a9bbc549cc8b6009809ed2","SB278344557","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc549cc8b600b809ebc","SB278790272","202214121127-v3.2.1","455","2","26","12","1","3","5","3","8"
"64a9bbc549cc8b601f809a0d","SB278791541","202214121127-v3.2.1","987","10","28","3","3","18","1","4","2"
"64a9bbc549cc8b6021809bd4","SB2710442973","202214121127-v3.2.1","f8121d206082ac6f83fa7859672450058e47d855","5","47","250dc505b654298764d8130983efae2591184e2f","10","6","7","4","2"
"64a9bbc549cc8b6033809a46","SB278791708","202214121127-v3.2.1","24","7","32","18","2","5","8","2","2"
"64a9bbc549cc8b6049809cf3","SB279408167","202214121127-v3.2.1","2e010566fa822c273fd16924b916976ca610893c","32","47","4","10","16","7","4","86d6a2813bc39429360e492f449ca828e33f90f9"
"64a9bbc549cc8b605b809944","SB2710446060","202214121127-v3.2.1","938","35","52","188","200","19","37","29","17"
"64a9bbc549cc8b60aa809f7a","SB2710441615","202214121127-v3.2.1","636","7","3","3","68","74","7","4","5"
"64a9bbc549cc8b60ab80a170","SB277889465","202214121127-v3.2.1","539","2","11","23","136","10","15","10","12"
